metric,count,mean,median,std,min,max,ci95_half_width
ssim_aligned,1000,0.8250079629027223,0.8328482683743711,0.07543233740122832,0.5813913816316306,0.9725500459775401,0.0046753447101964855
ncc_aligned,1000,0.8490669182848838,0.8624284127860018,0.0814208967473123,0.5070053848589663,0.982502912761343,0.005046519463956078
psnr_aligned,1000,29.91668155737927,29.85873326875378,2.0652226084470784,24.698936636328142,36.80857381228331,0.12800382343215053
mse_aligned,1000,0.0011381529512755372,0.0010330627000559723,0.0005418604872223015,0.00020851755253399078,0.0033892713179188125,3.358486094795233e-05
runtime_seconds,1000,0.4188740537011763,0.40238974994281307,0.08805332015165598,0.33985109999775887,2.64823469996918,0.005457601325497023
