id,runtime_seconds,mse_raw,psnr_raw,ssim_raw,ncc_raw,mse_aligned,psnr_aligned,ssim_aligned,ncc_aligned,align_shift_y,align_shift_x,centroid_error,source_size_error,axis_ratio_error,orientation_error,flux_error_fraction,concentration_error,asymmetry_error,forward_mse,forward_psnr,forward_ssim,forward_ncc,forward_residual_mean,forward_residual_std,direct_supported_fraction,interpolated_fraction,empty_fraction,extrapolated_fraction,nearest_distance_pixels_p95,magnification_proxy_median,source_caustic_distance_proxy_median,theta_E,source_R_sersic,source_n_sersic
lens_00932,0.38614509999752045,0.0005775498356865449,32.384105353667984,0.8326921365329101,0.8453311976312942,0.0005775498356865449,32.384105353667984,0.8326921365329101,0.8453311976312942,0.0,0.0,0.9110346862672323,4.522505281985593,0.02348346584298322,10.101222246710122,0.08098179344786488,0.00706668757958151,0.09845850067584805,0.002554783226927812,25.926459438044112,0.6405570379832545,0.8651586276578229,0.022007792988006487,0.045502090883000806,0.59814453125,0.297607421875,0.04736328125,0.07861328125,2.9381464605781593,5.75546905440247,0.1550124542241073,1.1839750237008162,0.09495744199935417,2.1943947652823415
