id,runtime_seconds,mse_raw,psnr_raw,ssim_raw,ncc_raw,mse_aligned,psnr_aligned,ssim_aligned,ncc_aligned,align_shift_y,align_shift_x,centroid_error,source_size_error,axis_ratio_error,orientation_error,flux_error_fraction,concentration_error,asymmetry_error,forward_mse,forward_psnr,forward_ssim,forward_ncc,forward_residual_mean,forward_residual_std,direct_supported_fraction,interpolated_fraction,empty_fraction,extrapolated_fraction,nearest_distance_pixels_p95,magnification_proxy_median,source_caustic_distance_proxy_median,theta_E,source_R_sersic,source_n_sersic
lens_00010,0.3911101999692619,0.002235808390936557,26.505654182831954,0.7716722756856024,0.8253318957040705,0.002235808390936557,26.505654182831954,0.7716722756856024,0.8253318957040705,0.0,0.0,1.2165443203853943,5.835548300122717,0.05003795297962388,6.512163559276104,0.2412760983650496,0.07478564212705918,0.29138410756412436,0.005027183260687655,22.98675282733987,0.45127403371533853,0.7744344738289923,0.03601123745963114,0.06107678804025071,0.594970703125,0.218017578125,0.120849609375,0.096923828125,7.368109031094832,5.238003153527258,0.1811335749859838,1.0231536369385859,0.08061790036447508,1.2870602262578488
lens_00011,0.4305835999548435,0.0006164161975189865,32.1012595788241,0.7475226512079568,0.7162837980938865,0.0006164161975189865,32.1012595788241,0.7475226512079568,0.7162837980938865,0.0,0.0,1.505355860433767,8.271677713593602,0.12503408373383396,14.405225802479691,0.26705160262528294,0.07660823615944146,0.21862823618131777,0.00777029765422533,21.09562344505186,0.2841239762723823,0.6432775878669604,0.044470648305758906,0.07610952038668245,0.566162109375,0.175048828125,0.188720703125,0.095947265625,8.794147399068528,4.533018137605815,0.22773500652836828,0.9981792127872247,0.08022472384400355,2.0361024439363016
lens_00012,0.5043931999243796,0.0007920944885035057,31.012230085771634,0.7058362628013358,0.6969658828130485,0.0007920944885035057,31.012230085771634,0.7058362628013358,0.6969658828130485,0.0,0.0,1.4794077026028145,10.182123421110127,0.023343020194557473,3.9074718318845783,0.3932046335726363,0.010480376810906411,0.3721854604842396,0.007125409036344017,21.47190199792687,0.23753847883296522,0.6067933423857619,0.040886673989156214,0.07384909563730942,0.589111328125,0.2548828125,0.087158203125,0.08837890625,5.020180706583839,5.020677110072094,0.20855995869804764,0.9785221428805998,0.05283913248658689,1.6573749287746349
lens_00013,0.5404089000076056,0.0005638882675858554,32.48806941367897,0.8920966261523472,0.9036662575142164,0.0005638882675858553,32.48806941367897,0.8920966261523474,0.9036662575142165,0.0,0.0,0.4752577251405688,4.0820948289627275,0.02030821898534496,6.206478684351396,0.17211251989473522,0.01676314629486486,0.07446065808586344,0.0025836635024566396,25.877640497104096,0.6135051218110118,0.8559325019558316,0.02177431554010937,0.0459297581663173,0.540283203125,0.14111328125,0.24072265625,0.09765625,9.108644162959678,4.773673911681159,0.17360413803786312,1.0454350828428163,0.08038260452762044,1.5172059414682986
lens_00014,0.560619099996984,0.0013108799863438619,28.824370670089575,0.7010971681476889,0.7405935243042766,0.0013108799863438619,28.824370670089575,0.7010971681476889,0.7405935243042766,0.0,0.0,1.6201288357014274,7.919323610275423,0.05029557482421532,45.25298560770142,0.2285786096366716,0.08097079356844517,0.25925249126244254,0.011371865479598281,19.441682863201205,0.22689237284194905,0.5881227167455735,0.0547364944445114,0.0915192966293134,0.58837890625,0.3134765625,0.03955078125,0.079833984375,2.6191726554419703,4.4909115607128305,0.22008114964766112,0.8912467357044433,0.07265473116993974,1.6445042461358148
lens_00015,0.6612892999546602,0.0016278657425163481,27.88381416208901,0.7390242604107577,0.786453463399848,0.0016278657425163481,27.88381416208901,0.7390242604107579,0.7864534633998478,0.0,0.0,1.4630299906781918,7.861079610341878,0.10510288627081277,23.281276023006058,0.28596689340414266,0.08515223874880673,0.2235316660579335,0.00959058575325493,20.18154867111121,0.20834083190896135,0.5759536646670189,0.04916078873445873,0.08469830343201006,0.588134765625,0.279541015625,0.07275390625,0.08251953125,4.100649712464628,6.056059608870165,0.1746588518395536,1.241329775355056,0.05232137417306136,1.5866658654005996
lens_00016,0.5657378999749199,0.0015400472421218082,28.124659566452745,0.8545544178138462,0.8916305749039664,0.0015400472421218084,28.124659566452745,0.854554417813846,0.8916305749039665,0.0,0.0,0.7477744359220486,4.379522348546418,0.028118437952316833,5.660821209641526,0.1707282343467457,0.06395405795619635,0.1249047106964789,0.003817754156543322,24.181920413415767,0.5366135294500441,0.810904231711316,0.027582735922977754,0.05528966300807588,0.60205078125,0.271240234375,0.064453125,0.086181640625,3.792720169823433,4.536237964300599,0.19902465051537713,0.9165719043721937,0.09057472042958427,1.493601684520502
lens_00017,0.4777664999710396,0.0006730916389829714,31.719258041336587,0.8735260393656235,0.8933794274499929,0.0006730916389829714,31.719258041336587,0.8735260393656233,0.8933794274499929,0.0,0.0,0.43151291160799926,4.601003607030968,0.08542275624065654,1.3287951469330324,0.2174642166839798,0.018056537832591868,0.042190956214492314,0.002157921303395629,26.6596439752346,0.6911654896648693,0.8972600495285088,0.02166492854781766,0.04109199647636489,0.5517578125,0.177978515625,0.19189453125,0.0986328125,7.427954470376195,6.508728144699246,0.12688860867589832,1.1694147957776957,0.0735813001734846,1.7017679523100968
lens_00018,0.45978239993564785,0.0007872416926928131,31.03891913526231,0.8920128878174323,0.9090392444524779,0.0007872416926928131,31.03891913526231,0.8920128878174323,0.9090392444524779,0.0,0.0,0.7654677000994019,4.319797379465921,0.006362182475717515,21.7110314918026,0.14876111230411346,0.020529981249253426,0.10003548117878502,0.0030590424267056306,25.14414499623244,0.5436533655197573,0.8262249864413372,0.025466273806171252,0.04909695841021872,0.569091796875,0.1826171875,0.17529296875,0.0986328125,8.34887996355995,4.893776783037719,0.19734593348726934,1.248569664044774,0.07999245161442767,1.3266391741143198
lens_00019,0.4654636000050232,0.000958485710457487,30.18414357398044,0.7073918005106048,0.7144085992778486,0.0009399648527683912,30.268883852663855,0.7125736567662365,0.7209997228683418,1.0,1.0,1.227474826384646,7.7488917023340855,0.07367595883027611,7.749972514240369,0.3611699677753422,0.028144244295386756,0.1359999563314973,0.0037597653297897667,24.24839261231357,0.5378869693496785,0.8227399019828053,0.02846216822753682,0.054310867324847245,0.563720703125,0.157470703125,0.199462890625,0.097900390625,9.691428796072868,5.111600112424853,0.16472400471341583,0.992896252157986,0.06967016253773901,2.09116329658765
lens_00020,0.39579700003378093,0.0013076695219555036,28.835019983096025,0.8740120167771958,0.9110605665309436,0.0013076695219555036,28.835019983096025,0.8740120167771958,0.9110605665309436,0.0,0.0,0.05838187513880932,3.3080933890198843,0.03877080105858821,3.235057773478843,0.25704215067824765,0.0923882547164262,0.07757766641910369,0.0018520816043529485,27.323398818336702,0.7324207108368885,0.9179602673607441,0.020451880227724463,0.037865580670362914,0.546875,0.149169921875,0.223388671875,0.1064453125,11.141623816617482,4.326062697334763,0.2057175496591748,0.984313448390952,0.1261777638304879,1.3030512133802663
lens_00021,0.4007190999109298,0.0008613373388107663,30.64826725792086,0.8916603437741686,0.9184943734355057,0.0008613373388107663,30.64826725792086,0.8916603437741687,0.9184943734355054,0.0,0.0,0.5270798067656304,1.0884673091277879,0.01955164892471173,18.55250840900652,0.05938727110287007,0.03339777117051557,0.027496251818259432,0.0007341228981396107,31.342312295716674,0.851153090548583,0.9607344463347032,0.01204179446792458,0.024271754863047536,0.604248046875,0.295654296875,0.044677734375,0.076416015625,2.7981561499758105,5.533722759561719,0.18008113771028098,1.0632651044607528,0.11111230282634049,1.9934773366983523
lens_00022,0.40690449997782707,0.0006492095529701152,31.876150982547976,0.7585873866569677,0.7379900381461435,0.0006492095529701153,31.876150982547976,0.7585873866569678,0.7379900381461434,0.0,0.0,0.49390117355601537,7.506760523139302,0.03534988898566138,0.7087298522626497,0.29843995313331073,0.015149775740873284,0.24350611812470246,0.0021726530100532044,26.630096284204733,0.5400946629722956,0.8473233349015609,0.02254252901854644,0.04079812980396523,0.56591796875,0.17626953125,0.177978515625,0.10107421875,7.912905963706503,4.574941323415708,0.20647665354409545,0.869287228080327,0.07451899154892468,2.0490386870523434
lens_00023,0.39538090000860393,0.0005830965306003172,32.34259542605058,0.7172077135853018,0.6683129981778921,0.0005711340106467948,32.43261977120416,0.7215613491132551,0.6767530399628129,1.0,0.0,1.412993408925456,9.054473504521612,0.14287605476199317,1.5985964724045232,0.4344683414180624,0.05128665101255703,0.35255833525856883,0.0077219165076907546,21.12274898444321,0.3204951690923479,0.6477476373138017,0.041451033278237334,0.07748372956858243,0.57763671875,0.173828125,0.1767578125,0.09521484375,8.22351522570355,4.401142738158074,0.1954473795033807,0.9796509392078642,0.06874048113669132,1.7956071807809864
